User_Id,Place_Id,Place_Ratings
980,21,1.5
4348,29,1.8
1723,28,4.8
2413,27,4.1
2543,19,4.0
3304,26,1.3
4689,32,3.6
2487,19,3.5
331,36,3.5
1584,33,2.6
4086,22,1.5
538,31,1.7
314,10,3.0
3547,34,3.9
3063,31,2.6
2799,2,3.6
1683,6,3.2
4591,4,3.3
4586,2,2.3
4302,34,4.4
860,7,2.7
4068,16,4.4
91,37,1.1
2516,25,4.8
947,36,1.4
3810,41,3.6
2274,16,1.4
2814,2,3.8
517,3,2.9
4767,17,2.4
4397,23,4.7
4018,4,1.4
3490,34,2.2
4344,14,3.9
899,9,1.6
4268,36,4.7
244,38,4.7
2034,8,1.0
1441,34,4.1
832,9,1.3
4785,10,2.7
3708,17,4.7
3191,31,3.2
4226,18,2.0
1418,10,1.7
3732,26,3.8
2535,11,3.8
1547,1,4.9
1940,18,4.9
957,30,4.6
3091,20,1.6
471,17,2.5
1480,25,5.0
2132,27,3.5
3624,28,1.9
2779,7,4.7
4386,5,4.4
1595,37,2.6
2414,5,2.8
1302,35,2.5
1461,13,2.6
2340,29,3.6
4689,30,2.4
1669,29,4.2
4189,26,2.4
3492,28,2.1
361,41,3.0
531,38,2.0
254,15,4.6
4032,14,4.6
2879,35,1.0
2851,22,2.9
1101,31,1.2
3648,41,2.8
595,15,1.6
3851,20,3.1
3505,19,3.6
2394,38,2.8
1255,40,4.0
4904,10,2.6
1752,12,2.7
2919,9,1.6
3902,29,2.8
1888,4,2.4
2387,27,3.6
3319,2,3.5
1326,35,3.8
2223,38,3.6
3160,23,2.1
45,3,3.9
1376,16,3.8
2503,12,1.2
4163,4,1.9
2999,9,4.2
4150,11,1.1
3630,9,3.1
266,10,3.8
3863,25,4.9
597,2,3.6
4680,13,3.3
2750,40,4.1
2598,8,2.8
3583,6,2.8
1855,25,3.0
4027,32,3.4
977,33,2.4
1408,38,2.3
2242,2,1.5
1700,4,1.7
3228,36,2.7
737,11,3.3
2157,1,2.7
2665,8,2.9
3872,36,2.7
4102,1,4.5
1520,3,3.8
1443,32,1.5
798,4,1.0
239,35,2.1
1058,17,4.0
3166,17,3.3
513,35,3.8
3086,28,1.1
1359,12,2.8
2194,39,2.6
1622,37,3.0
2287,41,4.6
240,26,1.8
2229,16,4.8
2355,34,3.3
973,28,1.7
1534,41,4.1
3269,6,4.8
1299,13,4.8
973,20,1.7
4447,18,4.1
4350,6,4.2
4904,21,3.3
4947,11,5.0
3163,6,4.3
4793,17,1.5
3722,5,1.8
4373,30,1.5
799,41,2.1
923,2,4.3
2651,32,2.4
3481,8,2.7
2258,31,3.0
3659,13,2.2
2281,5,4.3
4273,24,1.3
325,12,2.9
3783,6,4.6
430,7,2.9
448,7,1.3
1482,3,3.0
2813,31,4.5
3275,23,1.3
2220,41,3.3
2001,21,2.3
4499,10,4.9
2485,32,2.1
337,32,1.6
3459,25,2.8
3717,30,4.7
2339,12,2.7
2222,20,2.1
4806,21,1.6
3833,8,1.6
2208,21,1.1
1188,36,4.8
2283,5,4.5
3202,22,4.4
4745,27,1.4
4855,26,4.2
786,34,1.8
4233,6,4.5
3671,2,2.0
767,23,4.4
2088,30,1.5
4416,17,3.4
832,25,3.4
3894,13,1.5
1212,9,4.6
447,24,4.6
4912,19,3.5
1883,35,4.8
2593,9,4.3
2410,37,3.3
1704,7,1.2
3840,3,2.0
2647,16,4.5
4775,38,2.8
4938,28,1.5
1226,21,2.1
1202,15,4.6
2130,29,2.7
1256,34,3.1
1357,1,1.6
2781,13,4.8
2037,1,2.3
1571,31,3.9
883,30,3.9
931,39,3.8
708,25,3.2
4847,21,4.1
4187,17,1.4
3074,16,1.5
1015,34,4.9
3853,39,3.0
4500,41,4.1
2353,27,4.8
4580,11,3.5
1182,27,2.0
4657,34,4.5
1115,31,3.8
3547,23,1.2
4148,29,2.6
2673,1,1.8
4855,40,1.2
2688,17,3.0
3883,7,2.3
1071,22,2.9
1915,9,1.5
1661,23,1.2
2567,17,2.5
4649,35,1.5
2831,14,2.3
1160,14,3.8
301,21,2.0
807,20,2.3
3426,3,4.2
46,11,2.6
2540,6,2.8
1116,3,4.5
83,4,4.7
661,11,1.6
2532,36,5.0
717,41,1.2
3245,7,2.1
4788,38,4.8
1488,4,2.4
2197,18,2.8
2640,39,4.1
705,9,2.7
2675,34,2.1
768,16,3.7
3754,11,3.4
2792,1,4.1
2925,14,4.4
623,13,1.8
4458,5,3.5
361,39,3.9
2060,3,4.1
3897,29,2.9
1048,17,2.4
3736,3,5.0
4059,17,3.7
2129,37,1.7
3914,10,2.4
1229,7,3.3
3183,9,4.9
4632,41,4.0
3720,34,2.7
4832,18,4.2
1242,13,2.7
4144,29,4.8
695,32,4.2
2519,5,1.7
4858,25,1.8
3232,30,4.6
3414,35,3.9
4117,41,2.2
2198,27,1.0
2736,7,3.4
2687,23,4.4
4247,32,3.9
4408,29,4.1
3758,37,3.2
173,36,2.1
3536,29,4.8
81,18,2.0
17,21,4.4
3025,18,3.5
3938,15,1.1
408,11,4.5
2557,24,4.3
3585,17,2.7
2512,4,4.7
4391,25,2.4
2614,16,2.8
1107,36,3.6
312,5,4.6
3625,36,1.9
2305,8,1.6
2110,35,4.3
803,34,1.5
495,41,4.0
3156,31,4.3
2961,15,1.8
1808,15,3.1
2868,33,1.6
827,28,2.6
925,24,3.8
1502,6,4.6
1268,26,4.7
2472,34,3.7
4263,4,4.3
4404,17,1.2
42,15,1.4
87,20,4.2
4940,14,5.0
1020,15,1.7
1739,32,1.6
630,7,2.0
1695,20,4.3
2046,30,1.1
2278,26,4.4
247,17,3.4
522,6,1.3
2158,35,3.4
2252,32,1.9
4495,27,2.3
3977,10,3.4
3006,20,1.9
810,16,4.1
3196,25,2.5
4773,41,4.5
808,25,3.1
2658,39,2.5
2598,25,2.9
927,5,3.2
729,28,1.8
1266,16,3.3
3314,16,3.1
11,14,3.9
4536,21,4.3
4979,33,3.1
3655,34,3.4
4766,36,4.4
3969,12,2.7
4042,20,4.5
4401,33,3.7
4566,41,1.4
370,32,3.3
3389,31,2.1
1623,22,2.4
3086,6,2.4
2382,3,1.4
3098,41,2.6
1615,27,2.0
1567,36,4.8
1524,9,4.0
1951,33,4.2
2393,15,3.6
220,31,4.4
4732,2,4.0
2796,33,3.6
3460,37,2.8
1265,21,2.8
4725,16,1.4
2178,13,1.3
1196,37,4.7
271,14,4.0
4188,37,4.6
1915,12,1.5
3981,32,4.0
2109,17,1.3
2578,33,4.2
1702,34,2.4
3033,27,1.7
3762,4,4.9
1561,8,3.1
1490,21,4.4
3755,17,1.4
3628,38,4.2
145,26,4.2
4145,35,2.4
4304,14,1.6
4786,36,4.7
1387,13,3.7
4623,30,4.1
3425,9,3.0
2885,41,4.4
4737,28,3.1
1695,15,1.3
3860,29,1.7
3226,28,3.8
545,19,4.6
2304,3,4.4
3046,28,1.3
4887,21,4.7
2742,14,3.5
2314,3,4.5
2505,13,2.0
4299,21,4.1
2114,38,2.4
897,38,2.0
3882,40,4.1
4814,33,2.2
4453,39,2.5
366,37,1.0
2095,41,4.0
1964,18,1.6
1533,37,4.9
1988,9,2.1
4889,10,4.9
1911,28,3.6
2313,37,3.8
2131,11,3.2
1776,29,2.3
4082,2,3.1
139,32,1.1
1797,24,1.8
2712,16,2.5
4539,13,2.6
3124,33,1.7
1585,32,1.3
2762,12,1.6
2479,13,2.8
2181,5,1.0
905,1,1.1
816,31,4.5
644,28,2.9
1028,23,4.0
1525,34,3.3
991,14,2.8
3173,31,4.5
4344,27,1.3
4707,5,3.5
1134,6,1.1
3984,33,2.9
2997,28,1.9
1523,12,4.4
2952,1,3.2
1506,19,3.8
2299,39,3.2
4376,32,2.7
2742,1,3.0
3847,16,1.1
1467,7,4.4
1038,24,1.7
4020,4,3.5
2700,15,4.7
4190,30,2.5
1313,34,2.4
3408,20,3.8
4117,24,2.7
3891,21,3.4
2975,14,1.1
3124,34,2.8
4715,8,4.3
2109,14,1.9
2216,32,2.5
2766,8,4.3
504,22,1.6
68,1,2.4
2664,17,4.1
2938,27,2.0
3638,17,2.5
2262,25,2.5
1681,39,1.6
394,29,1.4
3641,4,2.3
2765,16,5.0
399,22,2.3
4174,4,2.6
1346,8,1.2
4059,33,2.2
2826,1,2.7
1770,27,1.6
3396,37,2.4
4061,35,1.3
119,20,1.5
253,21,3.8
2876,1,3.3
893,7,4.2
2548,37,3.8
2747,25,1.2
3587,7,2.9
2224,23,1.9
2123,10,3.6
740,13,1.3
707,11,4.0
2841,8,1.4
3883,26,4.2
3691,8,2.8
234,40,1.4
1674,31,1.7
4965,12,3.1
1805,7,4.6
4755,41,2.8
1002,34,2.4
3550,39,1.9
286,36,3.2
2099,24,3.2
2262,14,4.4
334,33,4.1
3505,12,3.5
3182,16,2.6
2284,19,3.6
2693,41,4.8
2020,1,3.6
3150,38,5.0
3643,32,3.8
2662,6,4.2
2693,16,2.6
2030,5,4.5
1988,11,4.1
3556,29,4.7
4488,10,3.0
3521,7,5.0
737,31,1.6
2038,10,2.5
1094,18,4.7
470,13,4.0
537,14,1.3
1162,34,3.4
4538,12,1.8
3068,26,1.9
1235,11,1.6
2717,36,4.6
3557,14,4.6
4862,41,1.0
2509,23,3.7
106,33,4.5
2601,32,2.3
2736,6,4.1
4293,33,3.4
1461,20,2.8
2279,25,4.8
837,38,3.3
2263,31,3.5
722,33,3.4
168,13,1.6
3322,37,4.4
849,17,2.0
2616,32,1.8
3024,2,2.5
272,33,4.9
2224,2,3.4
1983,31,4.6
4796,28,2.8
3051,14,2.1
3366,22,3.6
4030,2,2.1
808,28,1.4
4345,41,3.3
4869,37,4.0
965,25,1.3
211,29,2.8
2445,10,4.4
11,15,3.2
1115,13,2.6
3048,4,2.3
2832,14,3.4
606,2,4.4
719,2,1.8
2192,25,1.4
2703,40,3.9
4598,27,1.1
3071,7,1.6
1535,29,3.6
3054,18,1.8
3405,24,4.3
1968,7,1.8
813,26,4.9
3341,12,2.2
4273,33,1.9
4898,5,2.5
2178,39,3.3
4966,6,4.8
2210,25,3.4
458,20,4.6
1279,18,3.6
3929,23,2.7
4472,6,4.4
1468,2,4.3
2336,14,2.2
1101,32,4.2
153,25,2.3
371,11,4.5
938,20,4.8
4622,3,3.7
2867,22,2.0
2080,39,2.7
1858,14,2.8
187,20,1.5
4359,40,3.1
4439,23,3.0
2868,11,3.4
452,39,4.1
2348,31,4.9
2772,41,2.6
626,16,4.4
1412,6,3.6
4995,41,4.9
3551,41,2.4
4518,32,1.5
2029,41,3.3
3314,15,2.6
2637,35,4.5
3523,32,2.6
4716,22,2.2
3043,16,3.4
2158,26,4.3
2877,41,2.6
2731,37,3.1
3365,20,3.4
4487,32,1.4
3250,38,1.0
2817,35,3.8
3685,2,1.7
4612,15,2.9
3050,15,4.7
2170,35,1.9
1891,39,3.2
3458,24,4.8
679,32,2.7
4470,18,3.2
3457,4,3.5
2118,29,4.7
4066,39,2.1
4828,3,2.1
1084,39,4.9
933,9,2.5
3722,31,3.6
4155,33,4.2
4588,24,2.8
4816,24,3.6
864,41,4.7
1954,4,3.4
724,23,1.5
4711,3,4.7
2455,40,4.8
603,40,2.1
3694,6,4.2
4616,4,1.6
1471,3,4.1
2218,26,2.5
1051,38,2.7
463,40,3.7
156,5,4.4
3910,7,4.6
4037,28,2.6
352,17,4.6
4411,14,1.8
4949,37,1.6
2782,39,4.7
821,15,2.7
79,41,1.3
3563,27,3.8
3,18,2.0
1732,22,2.7
3576,10,3.8
4652,5,2.1
3300,2,4.0
108,35,4.5
2857,28,4.6
4069,9,4.3
1870,36,4.3
4581,16,4.3
555,32,1.3
2672,29,1.2
1927,10,2.2
4493,19,1.6
3167,30,2.9
1570,26,2.2
2808,25,4.1
635,23,3.3
498,39,2.2
1169,20,4.6
2252,30,3.2
3943,8,1.3
3750,11,1.7
2266,33,2.8
2850,6,4.1
117,3,3.0
4880,40,3.6
4093,11,1.7
1719,10,2.1
1815,17,2.9
1175,22,4.2
2814,28,1.4
2066,35,4.0
522,11,1.2
2638,23,4.3
1088,41,4.5
2221,5,1.1
1852,9,1.1
3141,12,2.8
4513,23,2.9
4381,20,4.7
3624,37,2.3
2617,5,4.8
472,16,4.4
2765,6,2.8
2205,11,3.8
1062,20,2.6
2937,28,3.7
2514,1,4.1
893,41,1.8
1474,14,3.4
2887,6,3.6
4844,5,4.3
468,13,1.2
1164,23,1.5
768,41,2.0
4649,9,3.8
4082,35,2.8
21,25,1.7
553,6,4.6
2683,15,1.8
4728,23,1.2
4719,40,2.7
2289,38,2.5
455,23,3.5
3968,15,3.6
3896,19,4.5
3456,37,4.6
3496,26,4.1
2018,33,2.9
577,32,3.7
233,26,1.9
425,35,1.6
1847,18,4.3
464,37,4.1
1670,13,4.3
4984,22,4.4
2511,13,3.7
3316,37,2.5
4305,21,4.7
3059,21,2.3
3828,27,3.7
206,23,2.7
589,19,1.5
2517,1,4.6
4685,19,1.7
870,18,3.1
3980,39,4.6
3389,27,4.1
45,29,3.6
3041,12,2.7
3646,2,3.1
4538,16,1.6
2940,15,2.4
3447,34,4.7
1930,22,4.1
4324,26,1.0
2538,7,3.9
1282,4,2.9
4175,1,1.9
995,33,2.0
2629,18,4.3
4363,29,4.0
2335,38,1.1
2480,31,4.4
4502,40,3.3
1832,22,1.6
2068,34,3.2
4228,33,3.7
1347,18,4.8
4981,8,1.2
3885,35,1.2
1403,6,4.0
4268,33,2.0
1656,37,2.1
3814,6,4.3
2037,11,4.1
1689,13,4.7
3024,37,3.7
723,17,3.4
4344,7,3.6
3687,14,1.6
3518,20,4.8
4638,25,4.5
4689,25,3.3
1897,34,2.1
1349,29,1.9
1936,26,3.3
909,10,4.1
4492,11,1.2
1533,9,3.2
670,29,1.3
4292,27,2.9
2843,19,3.5
2667,2,2.7
1642,29,2.4
12,17,4.8
1137,16,3.9
4729,13,2.9
3356,11,1.2
2992,31,3.3
641,12,2.3
2,9,3.1
2227,40,3.4
2718,22,2.4
4754,35,3.1
3790,30,3.9
3722,35,4.3
2174,34,2.9
737,16,3.2
4538,10,3.7
121,22,1.7
335,22,3.7
3108,29,4.6
646,36,2.5
689,15,2.8
2223,34,1.9
1816,33,1.2
50,19,4.3
3687,19,4.7
4086,26,1.9
3427,39,3.7
4866,12,4.7
2255,34,3.9
2335,31,4.7
4841,21,3.8
4440,13,3.5
1150,5,3.3
2248,1,1.9
2823,21,1.8
2409,40,1.8
4390,5,1.1
838,17,1.5
2791,2,1.9
702,17,1.3
4352,5,4.4
3328,9,3.1
4510,15,2.0
2838,20,2.9
4474,26,4.5
4972,20,3.6
1421,28,3.8
196,32,4.1
3917,6,2.3
4348,21,2.8
1121,17,1.2
235,41,1.1
4953,2,4.6
3087,21,3.2
2622,38,4.0
2488,13,4.0
381,28,2.9
911,18,4.9
4446,24,1.2
182,11,4.9
4299,6,3.9
3871,15,2.0
182,24,1.1
4583,35,4.6
1352,9,3.0
260,13,2.9
3449,2,1.1
479,23,3.6
3219,32,2.0
4201,2,1.6
3048,2,3.6
1358,8,1.3
2612,36,3.6
4176,16,4.3
85,40,1.8
2808,33,4.2
2402,41,2.4
2207,23,3.3
925,9,2.0
332,23,1.7
4118,41,4.1
4362,22,2.3
4786,39,2.9
4128,37,4.1
4431,31,2.9
1820,3,2.9
1864,5,4.1
2822,4,1.9
2170,1,5.0
3814,7,1.8
2186,1,2.3
441,7,1.8
4354,14,2.0
4032,31,3.1
628,32,4.7
2292,39,4.9
2364,24,4.3
2950,11,2.8
667,40,1.5
770,1,2.2
3360,16,3.9
2497,41,4.9
4427,17,2.9
2748,35,1.5
4837,38,3.1
1211,10,4.4
1642,4,4.8
747,40,2.4
4981,40,2.3
4496,19,3.2
1465,14,4.9
4592,16,3.1
3821,19,2.8
426,34,3.7
2143,2,1.8
2713,35,3.9
3575,15,1.4
3396,37,3.3
1633,2,3.3
4956,33,4.4
3226,5,4.4
4549,10,1.3
4498,9,3.1
4743,12,2.6
1994,28,1.4
994,36,3.5
2412,10,1.7
3726,39,3.8
3685,39,2.2
2405,10,4.7
1632,26,2.5
4651,28,3.6
3362,17,1.9
2593,18,2.9
1020,14,4.7
4797,10,2.5
3064,39,4.7
1625,14,3.7
1980,11,3.2
2875,15,1.6
219,19,1.1
1005,6,3.0
2162,12,2.5
3409,39,4.1
2709,37,3.6
1692,13,1.2
1804,38,4.1
960,5,2.7
2099,33,4.0
3892,19,2.8
3418,28,3.1
4540,24,3.7
4962,9,2.2
1568,18,2.2
2893,40,1.9
3542,4,3.0
4273,37,5.0
366,24,1.9
532,29,3.5
1734,36,1.2
2642,8,2.9
544,28,2.6
2654,15,3.2
2653,6,3.6
1451,39,4.0
2885,14,4.2
4326,15,2.9
3659,16,4.3
3080,37,4.8
1589,5,1.1
2504,36,1.6
814,7,3.7
422,15,4.9
3937,29,3.5
1805,5,3.6
3193,15,4.4
1874,3,1.6
4786,22,5.0
1962,27,1.9
3903,17,3.3
4443,34,2.7
4541,41,3.9
144,2,1.3
3602,1,2.0
1211,22,4.3
4693,33,4.6
1198,8,1.2
1074,33,2.5
4574,41,4.3
2383,16,1.3
3192,11,2.4
3230,37,3.5
719,14,3.2
1441,35,4.0
145,14,1.6
1686,32,2.6
2008,12,1.3
2312,3,3.3
1818,41,2.0
4391,33,3.7
687,27,3.9
4043,1,1.1
4709,9,4.4
4316,2,2.9
2897,34,1.2
3909,4,2.6
477,26,2.2
3304,13,1.5
2325,40,4.4
3847,25,2.9
295,38,4.9
4647,39,4.4
1236,9,4.3
535,41,3.4
4184,12,2.8
997,30,2.8
1119,8,4.0
2291,5,4.4
2314,20,4.1
4382,4,1.1
2365,4,2.5
3309,23,4.0
1058,17,4.5
3033,21,3.4
1472,13,3.0
2533,33,4.5
297,6,4.0
3717,26,1.5
1064,37,2.8
2682,38,1.4
4028,30,1.3
40,3,4.3
2427,30,4.7
2903,31,1.1
3182,35,2.5
27,36,1.5
1224,28,4.1
4561,32,4.3
2585,9,4.2
3188,38,3.0
2689,39,2.6
931,11,2.4
4081,34,1.3
1802,23,3.6
982,11,4.6
3129,26,2.5
4496,21,2.1
2958,1,3.0
2158,19,2.3
3979,35,2.1
3276,10,1.3
3931,1,3.4
1197,39,1.0
2442,7,3.3
1828,22,3.7
2054,37,4.4
1490,21,1.9
3261,23,1.7
2688,41,3.4
656,41,1.6
968,6,3.0
1621,20,3.6
49,15,3.8
3401,23,4.2
3574,1,4.8
4792,32,2.4
1952,41,2.4
4167,17,1.9
932,12,3.0
3231,3,1.4
3627,3,1.3
423,19,3.9
2398,21,3.2
1033,36,1.2
3100,4,4.6
1538,22,4.0
1488,31,1.2
922,39,3.1
1413,38,3.8
14,16,4.0
1825,2,4.2
51,22,1.2
2426,30,2.9
2498,41,4.4
3118,25,4.9
2686,33,2.2
2988,27,2.3
3613,38,3.4
1236,39,2.9
787,5,2.0
382,16,4.8
2804,15,1.4
2008,24,1.8
3805,38,4.0
1024,9,1.3
1246,1,3.6
4921,39,1.0
2586,20,3.9
2383,14,3.3
2662,28,3.7
1365,29,3.1
3932,27,4.4
2447,3,2.0
4851,21,1.8
4299,25,2.8
420,40,3.0
2607,31,2.7
3724,4,1.6
3343,22,3.6
2367,21,1.1
806,23,3.5
3700,14,3.9
1992,26,1.3
4483,40,2.8
3961,30,2.9
1771,2,2.9
3842,33,3.0
243,3,1.1
3485,22,3.2
2286,18,1.9
2492,7,2.9
1942,39,2.5
3089,11,4.8
1683,23,2.0
4824,34,4.7
1016,13,2.0
1260,29,2.5
1584,14,4.4
1165,2,3.1
4328,6,2.9
2161,41,4.5
1253,12,3.3
1766,12,1.5
3795,22,4.0
713,5,4.3
1336,5,1.1
3242,1,3.0
3784,32,3.2
4770,23,1.0
1815,36,1.7
84,1,3.4
3448,14,3.5
2073,22,3.7
3223,37,2.8
4835,11,1.8
4453,31,1.8
4544,28,2.0
2507,4,3.3
3827,3,4.4
4139,20,3.7
3863,15,4.8
2375,7,2.3
3081,1,1.9
3476,29,1.9
3564,10,4.6
4125,16,1.4
1707,11,4.2
1062,31,2.8
75,15,3.6
2693,36,4.4
4766,34,1.8
1298,36,2.4
2492,1,2.8
2781,6,4.3
3730,39,2.7
2729,2,2.2
1472,21,3.1
3205,1,4.8
2996,6,3.3
4748,30,1.8
4644,11,2.7
2224,6,1.1
4640,12,1.9
937,37,2.4
3300,14,1.2
1993,20,2.3
4957,24,4.5
652,13,3.0
1618,41,2.9
2592,40,3.8
3944,35,2.9
1699,38,3.7
2371,7,4.1
2998,30,2.5
3990,41,1.1
4763,23,2.3
311,5,1.3
3785,3,1.8
3771,28,3.6
3,3,1.7
3826,5,3.8
298,2,2.1
4599,28,3.2
1898,14,4.6
3902,36,1.1
3617,2,3.8
1031,7,1.1
202,41,2.5
1828,25,1.5
2910,28,1.8
1934,36,3.7
3272,2,3.9
2766,17,2.9
4081,28,1.2
1244,3,3.4
1017,12,3.7
4069,10,1.7
2821,14,4.8
1756,6,4.6
4311,9,4.3
1592,22,1.7
2211,23,2.2
4237,4,1.9
135,33,1.7
687,25,2.1
113,26,4.8
4819,38,3.8
1616,35,2.1
3797,24,2.9
1215,40,3.7
2192,16,2.6
2261,28,4.9
4842,5,1.2
4621,20,3.5
3239,37,2.6
374,35,1.0
1637,3,2.5
4260,20,4.6
3513,1,1.9
2417,15,1.1
1126,23,2.3
1432,14,4.6
3175,38,2.1
4007,25,4.6
3812,9,4.6
364,19,4.1
494,41,2.0
4760,38,2.1
2053,31,4.8
4214,11,3.9
946,11,1.2
1100,31,2.3
384,17,4.0
3779,9,4.3
1380,36,3.7
1680,1,2.2
4742,12,4.9
2511,26,1.4
1860,20,2.4
1453,10,1.8
2556,35,2.9
4127,16,4.3
4188,6,1.1
244,5,2.5
2785,24,4.9
652,32,4.4
4982,3,4.4
2687,25,2.1
988,28,1.6
4759,40,4.7
4088,10,3.9
369,22,4.5
3275,41,2.2
1522,41,2.2
4630,38,3.7
3117,13,4.1
963,41,2.0
1807,3,4.0
1360,31,4.6
3457,23,2.9
1908,32,2.7
3673,19,1.1
537,37,4.5
4990,21,1.5
2188,15,2.0
1945,28,4.4
3166,30,3.2
3747,25,4.8
1290,7,1.9
2469,36,4.8
4121,38,4.2
1656,16,2.6
4314,38,1.4
4765,26,4.9
260,24,3.7
1386,5,4.3
4218,31,1.6
1384,25,1.4
2210,29,4.5
1252,26,2.4
1685,12,4.5
3583,29,3.6
4288,11,1.7
3494,3,2.0
1118,26,4.2
4790,24,4.6
4872,33,1.5
392,21,2.0
4686,17,2.7
4944,4,1.8
1806,16,3.3
2929,33,3.4
3015,33,4.0
365,2,2.7
896,15,3.2
4431,30,5.0
588,24,4.0
4721,14,2.0
1965,34,1.9
104,16,2.9
4093,2,3.1
583,26,5.0
274,8,3.0
523,9,3.2
856,5,1.2
2479,33,2.8
4845,11,2.6
4716,8,4.4
794,15,3.6
2245,28,1.2
2248,20,4.5
2405,26,1.4
4534,5,1.4
3079,35,4.6
3892,5,1.6
4599,32,4.8
1020,19,3.4
732,22,4.4
4159,28,3.2
466,27,1.5
2935,15,2.0
247,12,2.5
201,14,1.3
272,1,4.6
555,34,1.0
1757,13,2.4
4081,21,3.8
4380,25,4.3
1554,23,2.2
4536,29,3.1
708,37,2.7
761,30,3.9
4481,15,2.2
3271,6,3.6
2008,24,1.4
1014,12,1.5
686,29,2.8
3155,4,1.2
1291,37,4.4
464,16,1.2
2078,30,1.2
2616,22,4.2
2454,31,3.5
2800,10,4.3
2816,6,3.1
4112,29,3.0
4125,7,1.3
4437,37,4.4
910,34,4.6
2988,32,4.0
565,16,1.9
1010,15,4.4
3862,28,3.7
3223,15,1.7
572,21,3.3
1234,7,1.5
506,12,1.8
3773,3,3.0
3973,11,2.5
1770,10,3.6
4070,24,2.1
2602,12,1.2
482,9,4.1
1303,39,4.0
3735,2,4.2
1165,22,1.7
1559,40,4.7
2892,35,4.3
885,4,4.4
682,40,4.7
3586,36,4.9
3654,35,1.9
3408,22,2.0
3643,22,2.2
1490,18,3.4
771,33,3.6
3329,24,3.5
2142,8,1.6
2108,23,3.4
4003,13,1.0
3438,15,1.0
3812,38,1.4
1597,12,4.1
4063,23,1.7
2903,16,3.4
4630,2,4.6
995,30,2.7
2396,2,3.3
2013,34,3.1
4479,24,3.1
2738,11,2.4
3001,9,4.4
900,32,3.3
617,2,1.7
14,20,2.9
148,10,2.4
3866,9,4.0
2614,1,2.3
1804,37,1.6
1842,29,2.5
3101,30,4.3
500,15,4.0
2269,35,4.4
4765,37,4.8
2705,18,2.7
2507,34,4.9
3142,29,1.1
3040,12,4.7
2444,28,1.4
1672,14,2.6
2862,32,4.9
340,4,4.8
1932,33,5.0
940,9,2.7
2145,38,1.3
2766,28,4.8
1471,6,2.1
1267,15,2.2
218,14,1.2
2967,6,1.3
486,29,3.1
4969,11,4.4
2625,21,1.2
4945,6,4.0
3409,33,2.8
289,25,3.5
2883,11,4.2
2930,14,3.1
1637,34,2.8
4635,8,4.0
212,35,1.6
4366,11,2.4
715,4,4.8
3954,28,2.1
185,21,1.1
3578,16,2.1
4079,23,2.8
3941,24,2.1
2681,32,3.6
1451,7,4.6
87,6,1.8
2034,7,3.3
4919,39,1.9
43,22,3.4
904,40,4.7
4988,3,4.3
4222,1,3.7
1639,35,2.9
4155,6,3.3
3388,24,3.1
4418,11,4.7
1781,28,3.4
2656,30,1.1
419,37,3.0
51,20,4.6
3183,5,1.5
2848,15,2.1
4004,35,3.4
2762,17,3.5
4938,36,1.9
1268,26,2.4
3310,4,2.4
830,2,3.9
1336,27,3.5
1567,32,2.8
2149,24,3.5
3070,33,1.1
2889,41,2.2
2863,6,1.6
3710,41,3.0
1511,29,4.4
2695,32,3.6
2646,19,3.3
3886,10,1.9
4000,17,2.4
4166,35,4.2
1161,4,3.9
2208,15,4.5
4501,16,1.9
2494,38,4.3
1927,33,3.1
4301,28,1.6
568,33,3.8
1089,24,3.0
4549,32,2.8
161,26,3.5
1113,40,2.2
2492,2,3.2
506,2,1.5
3975,28,2.8
3235,26,4.3
4032,7,4.8
3670,22,2.8
244,34,3.7
2497,7,1.0
2390,11,3.7
450,28,1.5
3870,40,4.2
2086,7,3.4
2958,24,1.3
3504,2,2.3
1027,32,1.3
973,41,2.9
3043,32,2.6
960,23,2.7
164,21,3.5
4598,11,2.9
265,22,4.7
4945,20,1.2
2735,19,2.9
3301,31,4.5
4175,6,2.0
4346,16,4.4
2500,32,4.5
482,24,3.1
1709,38,3.6
55,18,1.2
4999,12,1.5
401,37,1.4
2736,33,1.7
3639,11,2.7
3621,16,2.7
142,14,4.6
4136,26,2.7
3792,31,2.7
1175,1,3.3
839,5,2.9
2783,17,4.6
4928,19,5.0
4983,15,2.6
2472,35,1.1
1586,27,3.6
4778,27,2.0
1107,8,4.3
906,38,1.3
3864,33,1.3
280,40,1.8
46,31,3.6
3245,24,3.6
4499,35,4.7
2681,41,3.6
60,19,3.9
3318,9,1.5
4817,31,3.7
623,19,2.0
1953,27,1.8
3728,40,2.8
1014,41,2.5
2330,13,4.8
62,16,1.1
3115,32,1.5
1028,2,4.0
763,13,3.4
2918,14,3.2
2308,10,4.6
1611,36,1.9
1368,18,2.5
4689,10,4.4
1037,35,1.9
3159,24,1.4
411,20,2.2
2688,28,4.2
2253,10,1.8
1897,2,2.9
4174,40,3.1
3806,38,3.8
1136,20,3.0
2230,32,3.2
1410,33,2.2
3399,18,3.6
2472,4,1.3
1417,5,3.9
461,32,1.5
2772,16,4.0
4201,40,4.2
2079,22,2.4
3367,17,1.0
2942,20,3.7
1929,34,2.2
3411,21,3.5
2050,6,2.1
481,23,4.8
2525,33,3.9
797,22,2.2
3362,26,3.4
3793,25,3.3
1177,13,1.8
4944,17,4.6
4034,11,3.9
3144,30,1.9
4429,11,1.3
